Zeit;pv
04.12. 01:00;0
04.12. 02:00;0
04.12. 03:00;0
04.12. 04:00;0
04.12. 05:00;0
04.12. 06:00;0
04.12. 07:00;0
04.12. 08:00;4,1969
04.12. 09:00;15,782
04.12. 10:00;9,9073
04.12. 11:00;12,117
04.12. 12:00;14,713
04.12. 13:00;14,351
04.12. 14:00;7,3927
04.12. 15:00;0,68922
04.12. 16:00;0
04.12. 17:00;0
04.12. 18:00;0
04.12. 19:00;0
04.12. 20:00;0
04.12. 21:00;0
04.12. 22:00;0
04.12. 23:00;0
05.12. 00:00;0
05.12. 01:00;0
05.12. 02:00;0
05.12. 03:00;0
05.12. 04:00;0
05.12. 05:00;0
05.12. 06:00;0
05.12. 07:00;0
05.12. 08:00;6,7433
05.12. 09:00;32,888
05.12. 10:00;47,289
05.12. 11:00;83,433
05.12. 12:00;82,533
05.12. 13:00;58,541
05.12. 14:00;28,615
05.12. 15:00;4,2556
05.12. 16:00;0
05.12. 17:00;0
05.12. 18:00;0
05.12. 19:00;0
05.12. 20:00;0
05.12. 21:00;0
05.12. 22:00;0
05.12. 23:00;0
06.12. 00:00;0
06.12. 01:00;0
06.12. 02:00;0
06.12. 03:00;0
06.12. 04:00;0
06.12. 05:00;0
06.12. 06:00;0
06.12. 07:00;0
06.12. 08:00;1,5806
06.12. 09:00;15,713
06.12. 10:00;44,174
06.12. 11:00;51,769
06.12. 12:00;32,361
06.12. 13:00;18,294
06.12. 14:00;16,774
06.12. 15:00;2,8781
06.12. 16:00;0
06.12. 17:00;0
06.12. 18:00;0
06.12. 19:00;0
06.12. 20:00;0
06.12. 21:00;0
06.12. 22:00;0
06.12. 23:00;0
07.12. 00:00;0
07.12. 01:00;0
07.12. 02:00;0
07.12. 03:00;0
07.12. 04:00;0
07.12. 05:00;0
07.12. 06:00;0
07.12. 07:00;0
07.12. 08:00;3,536
07.12. 09:00;23
07.12. 10:00;19,65
07.12. 11:00;13,311
07.12. 12:00;9,2598
07.12. 13:00;7,0896
07.12. 14:00;3,2047
07.12. 15:00;0
07.12. 16:00;0
07.12. 17:00;0
07.12. 18:00;0
07.12. 19:00;0
07.12. 20:00;0
07.12. 21:00;0
07.12. 22:00;0
07.12. 23:00;0
08.12. 00:00;0
08.12. 01:00;0
08.12. 02:00;0
08.12. 03:00;0
08.12. 04:00;0
08.12. 05:00;0
08.12. 06:00;0
08.12. 07:00;0
08.12. 08:00;4,2008
08.12. 09:00;30,697
08.12. 10:00;64,45
08.12. 11:00;57,838
08.12. 12:00;44,384
08.12. 13:00;33,136
08.12. 14:00;18,648
08.12. 15:00;2,8233
08.12. 16:00;0
08.12. 17:00;0
08.12. 18:00;0
08.12. 19:00;0
08.12. 20:00;0
08.12. 21:00;0
08.12. 22:00;0
08.12. 23:00;0
09.12. 00:00;0
09.12. 01:00;0
09.12. 02:00;0
09.12. 03:00;0
09.12. 04:00;0
09.12. 05:00;0
09.12. 06:00;0
09.12. 07:00;0
09.12. 08:00;0
09.12. 09:00;13,915
09.12. 10:00;15,743
09.12. 11:00;13,512
09.12. 12:00;11,302
09.12. 13:00;8,0505
09.12. 14:00;4,1694
09.12. 15:00;0
09.12. 16:00;0
09.12. 17:00;0
09.12. 18:00;0
09.12. 19:00;0
09.12. 20:00;0
09.12. 21:00;0
09.12. 22:00;0
09.12. 23:00;0
10.12. 00:00;0
10.12. 01:00;0
10.12. 02:00;0
10.12. 03:00;0
10.12. 04:00;0
10.12. 05:00;0
10.12. 06:00;0
10.12. 07:00;0
10.12. 08:00;1,8558
10.12. 09:00;12,793
10.12. 10:00;9,8725
10.12. 11:00;8,7861
10.12. 12:00;7,6998
10.12. 13:00;6,6267
10.12. 14:00;4,5196
10.12. 15:00;1,8517
10.12. 16:00;0
10.12. 17:00;0
10.12. 18:00;0
10.12. 19:00;0
10.12. 20:00;0
10.12. 21:00;0
10.12. 22:00;0
10.12. 23:00;0
11.12. 00:00;0
11.12. 01:00;0
11.12. 02:00;0
11.12. 03:00;0
11.12. 04:00;0
11.12. 05:00;0
11.12. 06:00;0
11.12. 07:00;0
11.12. 08:00;0
11.12. 09:00;11,29
11.12. 10:00;17,519
11.12. 11:00;18,995
11.12. 12:00;23,427
11.12. 13:00;17,495
11.12. 14:00;6,598
11.12. 15:00;0,67965
11.12. 16:00;0
11.12. 17:00;0
11.12. 18:00;0
11.12. 19:00;0
11.12. 20:00;0
11.12. 21:00;0
11.12. 22:00;0
11.12. 23:00;0
12.12. 00:00;0
12.12. 01:00;0
12.12. 02:00;0
12.12. 03:00;0
12.12. 04:00;0
12.12. 05:00;0
12.12. 06:00;0
12.12. 07:00;0
12.12. 08:00;1,5359
12.12. 09:00;13,468
12.12. 10:00;9,1115
12.12. 11:00;14,951
12.12. 12:00;11,672
12.12. 13:00;8,4101
12.12. 14:00;6,9806
12.12. 15:00;0
12.12. 16:00;0
12.12. 17:00;0
12.12. 18:00;0
12.12. 19:00;0
12.12. 20:00;0
12.12. 21:00;0
12.12. 22:00;0
12.12. 23:00;0
13.12. 00:00;0
13.12. 01:00;0
13.12. 02:00;0
13.12. 03:00;0
13.12. 04:00;0
13.12. 05:00;0
13.12. 06:00;0
13.12. 07:00;0
13.12. 08:00;1,8582
13.12. 09:00;13,917
13.12. 10:00;18,735
13.12. 11:00;16,5
13.12. 12:00;9,881
13.12. 13:00;8,4284
13.12. 14:00;5,5749
13.12. 15:00;0,68465
13.12. 16:00;0
13.12. 17:00;0
13.12. 18:00;0
13.12. 19:00;0
13.12. 20:00;0
13.12. 21:00;0
13.12. 22:00;0
13.12. 23:00;0
14.12. 00:00;0
14.12. 01:00;0
14.12. 02:00;0
14.12. 03:00;0
14.12. 04:00;0
14.12. 05:00;0
14.12. 06:00;0
14.12. 07:00;0
14.12. 08:00;1,2435
14.12. 09:00;12,795
14.12. 10:00;11,323
14.12. 11:00;14,623
14.12. 12:00;13,148
14.12. 13:00;9,493
14.12. 14:00;3,8304
14.12. 15:00;0
14.12. 16:00;0
14.12. 17:00;0
14.12. 18:00;0
14.12. 19:00;0
14.12. 20:00;0
14.12. 21:00;0
14.12. 22:00;0
14.12. 23:00;0
15.12. 00:00;0
15.12. 01:00;0
15.12. 02:00;0
15.12. 03:00;0
15.12. 04:00;0
15.12. 05:00;0
15.12. 06:00;0
15.12. 07:00;0
15.12. 08:00;3,5586
15.12. 09:00;32,556
15.12. 10:00;61,044
15.12. 11:00;69,67
15.12. 12:00;63,564
15.12. 13:00;43,654
15.12. 14:00;18,487
15.12. 15:00;2,1985
15.12. 16:00;0
15.12. 17:00;0
15.12. 18:00;0
15.12. 19:00;0
15.12. 20:00;0
15.12. 21:00;0
15.12. 22:00;0
15.12. 23:00;0
16.12. 00:00;0
16.12. 01:00;0
16.12. 02:00;0
16.12. 03:00;0
16.12. 04:00;0
16.12. 05:00;0
16.12. 06:00;0
16.12. 07:00;0
16.12. 08:00;1,5734
16.12. 09:00;17,514
16.12. 10:00;23,171
16.12. 11:00;21,66
16.12. 12:00;17,501
16.12. 13:00;23,131
16.12. 14:00;18,224
16.12. 15:00;1,5696
16.12. 16:00;0
16.12. 17:00;0
16.12. 18:00;0
16.12. 19:00;0
16.12. 20:00;0
16.12. 21:00;0
16.12. 22:00;0
16.12. 23:00;0
17.12. 00:00;0
17.12. 01:00;0
17.12. 02:00;0
17.12. 03:00;0
17.12. 04:00;0
17.12. 05:00;0
17.12. 06:00;0
17.12. 07:00;0
17.12. 08:00;0,69579
17.12. 09:00;12,979
17.12. 10:00;13,331
17.12. 11:00;12,208
17.12. 12:00;9,9885
17.12. 13:00;6,7055
17.12. 14:00;3,8746
17.12. 15:00;0
17.12. 16:00;0
17.12. 17:00;0
17.12. 18:00;0
17.12. 19:00;0
17.12. 20:00;0
17.12. 21:00;0
17.12. 22:00;0
17.12. 23:00;0
18.12. 00:00;0
18.12. 01:00;0
18.12. 02:00;0
18.12. 03:00;0
18.12. 04:00;0
18.12. 05:00;0
18.12. 06:00;0
18.12. 07:00;0
18.12. 08:00;0
18.12. 09:00;9,9383
18.12. 10:00;9,2164
18.12. 11:00;5,9654
18.12. 12:00;5,6072
18.12. 13:00;5,2554
18.12. 14:00;6,3184
18.12. 15:00;0
18.12. 16:00;0
18.12. 17:00;0
18.12. 18:00;0
18.12. 19:00;0
18.12. 20:00;0
18.12. 21:00;0
18.12. 22:00;0
18.12. 23:00;0
19.12. 00:00;0
19.12. 01:00;0
19.12. 02:00;0
19.12. 03:00;0
19.12. 04:00;0
19.12. 05:00;0
19.12. 06:00;0
19.12. 07:00;0
19.12. 08:00;1,8647
19.12. 09:00;15,055
19.12. 10:00;9,5363
19.12. 11:00;10,608
19.12. 12:00;13,153
19.12. 13:00;8,4107
19.12. 14:00;4,8609
19.12. 15:00;0
19.12. 16:00;0
19.12. 17:00;0
19.12. 18:00;0
19.12. 19:00;0
19.12. 20:00;0
19.12. 21:00;0
19.12. 22:00;0
19.12. 23:00;0
20.12. 00:00;0
20.12. 01:00;0
20.12. 02:00;0
20.12. 03:00;0
20.12. 04:00;0
20.12. 05:00;0
20.12. 06:00;0
20.12. 07:00;0
20.12. 08:00;0
20.12. 09:00;3,4834
20.12. 10:00;16,783
20.12. 11:00;16,412
20.12. 12:00;15,685
20.12. 13:00;14,591
20.12. 14:00;9,1251
20.12. 15:00;0
20.12. 16:00;0
20.12. 17:00;0
20.12. 18:00;0
20.12. 19:00;0
20.12. 20:00;0
20.12. 21:00;0
20.12. 22:00;0
20.12. 23:00;0
21.12. 00:00;0
21.12. 01:00;0
21.12. 02:00;0
21.12. 03:00;0
21.12. 04:00;0
21.12. 05:00;0
21.12. 06:00;0
21.12. 07:00;0
21.12. 08:00;2,8801
21.12. 09:00;27,657
21.12. 10:00;56,868
21.12. 11:00;69,798
21.12. 12:00;54,18
21.12. 13:00;44,111
21.12. 14:00;21,861
21.12. 15:00;5,2882
21.12. 16:00;0
21.12. 17:00;0
21.12. 18:00;0
21.12. 19:00;0
21.12. 20:00;0
21.12. 21:00;0
21.12. 22:00;0
21.12. 23:00;0
22.12. 00:00;0
22.12. 01:00;0
22.12. 02:00;0
22.12. 03:00;0
22.12. 04:00;0
22.12. 05:00;0
22.12. 06:00;0
22.12. 07:00;0
22.12. 08:00;1,267
22.12. 09:00;14,499
22.12. 10:00;20,84
22.12. 11:00;18,905
22.12. 12:00;11,79
22.12. 13:00;8,4799
22.12. 14:00;4,549
22.12. 15:00;0
22.12. 16:00;0
22.12. 17:00;0
22.12. 18:00;0
22.12. 19:00;0
22.12. 20:00;0
22.12. 21:00;0
22.12. 22:00;0
22.12. 23:00;0
23.12. 00:00;0
23.12. 01:00;0
23.12. 02:00;0
23.12. 03:00;0
23.12. 04:00;0
23.12. 05:00;0
23.12. 06:00;0
23.12. 07:00;0
23.12. 08:00;0
23.12. 09:00;16,459
23.12. 10:00;32,789
23.12. 11:00;17,517
23.12. 12:00;6,4627
23.12. 13:00;5,7755
23.12. 14:00;5,7728
23.12. 15:00;0,92918
23.12. 16:00;0
23.12. 17:00;0
23.12. 18:00;0
23.12. 19:00;0
23.12. 20:00;0
23.12. 21:00;0
23.12. 22:00;0
23.12. 23:00;0
24.12. 00:00;0
24.12. 01:00;0
24.12. 02:00;0
24.12. 03:00;0
24.12. 04:00;0
24.12. 05:00;0
24.12. 06:00;0
24.12. 07:00;0
24.12. 08:00;0,68494
24.12. 09:00;11,707
24.12. 10:00;5,9342
24.12. 11:00;5,9363
24.12. 12:00;10,252
24.12. 13:00;10,987
24.12. 14:00;16,505
24.12. 15:00;5,2365
24.12. 16:00;0
24.12. 17:00;0
24.12. 18:00;0
24.12. 19:00;0
24.12. 20:00;0
24.12. 21:00;0
24.12. 22:00;0
24.12. 23:00;0
25.12. 00:00;0
25.12. 01:00;0
25.12. 02:00;0
25.12. 03:00;0
25.12. 04:00;0
25.12. 05:00;0
25.12. 06:00;0
25.12. 07:00;0
25.12. 08:00;0
25.12. 09:00;9,2396
25.12. 10:00;8,8493
25.12. 11:00;7,3975
25.12. 12:00;7,3743
25.12. 13:00;5,5915
25.12. 14:00;2,8283
25.12. 15:00;0
25.12. 16:00;0
25.12. 17:00;0
25.12. 18:00;0
25.12. 19:00;0
25.12. 20:00;0
25.12. 21:00;0
25.12. 22:00;0
25.12. 23:00;0
26.12. 00:00;0
26.12. 01:00;0
26.12. 02:00;0
26.12. 03:00;0
26.12. 04:00;0
26.12. 05:00;0
26.12. 06:00;0
26.12. 07:00;0
26.12. 08:00;0,68398
26.12. 09:00;12,771
26.12. 10:00;13,537
26.12. 11:00;13,577
26.12. 12:00;34,117
26.12. 13:00;27,393
26.12. 14:00;10,298
26.12. 15:00;1,5532
26.12. 16:00;0
26.12. 17:00;0
26.12. 18:00;0
26.12. 19:00;0
26.12. 20:00;0
26.12. 21:00;0
26.12. 22:00;0
26.12. 23:00;0
27.12. 00:00;0
27.12. 01:00;0
27.12. 02:00;0
27.12. 03:00;0
27.12. 04:00;0
27.12. 05:00;0
27.12. 06:00;0
27.12. 07:00;0
27.12. 08:00;2,5496
27.12. 09:00;28,184
27.12. 10:00;56,089
27.12. 11:00;65,466
27.12. 12:00;37,508
27.12. 13:00;15,223
27.12. 14:00;12,242
27.12. 15:00;1,8884
27.12. 16:00;0
27.12. 17:00;0
27.12. 18:00;0
27.12. 19:00;0
27.12. 20:00;0
27.12. 21:00;0
27.12. 22:00;0
27.12. 23:00;0
28.12. 00:00;0
28.12. 01:00;0
28.12. 02:00;0
28.12. 03:00;0
28.12. 04:00;0
28.12. 05:00;0
28.12. 06:00;0
28.12. 07:00;0
28.12. 08:00;0
28.12. 09:00;12,296
28.12. 10:00;31,539
28.12. 11:00;28,509
28.12. 12:00;14,89
28.12. 13:00;18,26
28.12. 14:00;9,6724
28.12. 15:00;3,5581
28.12. 16:00;0
28.12. 17:00;0
28.12. 18:00;0
28.12. 19:00;0
28.12. 20:00;0
28.12. 21:00;0
28.12. 22:00;0
28.12. 23:00;0
29.12. 00:00;0
29.12. 01:00;0
29.12. 02:00;0
29.12. 03:00;0
29.12. 04:00;0
29.12. 05:00;0
29.12. 06:00;0
29.12. 07:00;0
29.12. 08:00;2,5788
29.12. 09:00;31,901
29.12. 10:00;63,249
29.12. 11:00;76,807
29.12. 12:00;65,688
29.12. 13:00;50,822
29.12. 14:00;30,318
29.12. 15:00;6,035
29.12. 16:00;0
29.12. 17:00;0
29.12. 18:00;0
29.12. 19:00;0
29.12. 20:00;0
29.12. 21:00;0
29.12. 22:00;0
29.12. 23:00;0
30.12. 00:00;0
30.12. 01:00;0
30.12. 02:00;0
30.12. 03:00;0
30.12. 04:00;0
30.12. 05:00;0
30.12. 06:00;0
30.12. 07:00;0
30.12. 08:00;2,5886
30.12. 09:00;32,45
30.12. 10:00;66,273
30.12. 11:00;81,411
30.12. 12:00;73,956
30.12. 13:00;57,812
30.12. 14:00;35,686
30.12. 15:00;8,6215
30.12. 16:00;0
30.12. 17:00;0
30.12. 18:00;0
30.12. 19:00;0
30.12. 20:00;0
30.12. 21:00;0
30.12. 22:00;0
30.12. 23:00;0
31.12. 00:00;0
31.12. 01:00;0
31.12. 02:00;0
31.12. 03:00;0
31.12. 04:00;0
31.12. 05:00;0
31.12. 06:00;0
31.12. 07:00;0
31.12. 08:00;1,9303
31.12. 09:00;27,492
31.12. 10:00;61,923
31.12. 11:00;74,856
31.12. 12:00;67,242
31.12. 13:00;43,49
31.12. 14:00;24,599
31.12. 15:00;8,3305
31.12. 16:00;0
31.12. 17:00;0
31.12. 18:00;0
31.12. 19:00;0
31.12. 20:00;0
31.12. 21:00;0
31.12. 22:00;0
31.12. 23:00;0
